"","Kappa","n","cover","width","Saccept","Kaccept"
"339",1.15,10,1,0.773224890362938,0.4426,0.4322
"340",1.15,10,1,0.885564599750689,0.4744,0.4514
"341",1.15,10,1,0.611709076515906,0.362,0.4068
"342",1.15,10,0,0.701494052097526,0.3946,0.4196
"343",1.15,10,1,0.73006095511607,0.4438,0.4316
"344",1.15,10,1,1.13548220162659,0.5824,0.501
"345",1.15,10,1,0.635786911263224,0.3682,0.401
"346",1.15,10,1,0.709134374441826,0.4296,0.4224
"347",1.15,10,1,0.592566967532228,0.3346,0.4058
"348",1.15,10,1,0.620073855108042,0.3602,0.3928
"349",1.15,10,1,0.763261525327428,0.4452,0.4464
"350",1.15,10,1,1.16419769315111,0.5542,0.4784
"351",1.15,10,1,0.686900338506094,0.395,0.4216
"352",1.15,10,1,0.688297743662444,0.395,0.4136
"353",1.15,10,1,0.643016232923648,0.3602,0.3856
"354",1.15,10,1,0.85728845666584,0.4648,0.4464
"355",1.15,10,1,0.599572168310589,0.3498,0.3878
"356",1.15,10,0,0.584421232587829,0.343,0.4062
"357",1.15,10,0,0.525282043340859,0.3064,0.381
"358",1.15,10,1,0.524218583600193,0.3042,0.387
"359",1.15,10,1,0.709237904355264,0.4006,0.41
"360",1.15,10,1,0.922978257872096,0.5142,0.4652
"361",1.15,10,1,0.700949516115808,0.4188,0.428
"362",1.15,10,1,0.645950353296212,0.3984,0.412
"363",1.15,10,1,2.05412602287121,0.667,0.5792
"364",1.15,10,1,0.657396312811696,0.3828,0.409
"365",1.15,10,1,0.787813232981773,0.4618,0.4322
"366",1.15,10,1,0.720935350198154,0.4294,0.4134
"367",1.15,10,1,0.499750263313302,0.2738,0.3938
"368",1.15,10,1,0.756952359268289,0.4382,0.4316
"369",1.15,10,1,0.595758842738443,0.35,0.409
"370",1.15,10,1,0.673509341949009,0.4116,0.4088
"371",1.15,10,1,0.623548185190579,0.3592,0.399
"372",1.15,10,1,0.655389225882045,0.3894,0.4094
"373",1.15,10,1,0.59529059292278,0.3482,0.4006
"374",1.15,10,1,0.730172206346372,0.4292,0.426
"375",1.15,10,1,0.720068484656327,0.4316,0.4158
"376",1.15,10,1,1.04284409580962,0.5312,0.4838
"377",1.15,10,1,0.796179786186413,0.4492,0.4408
"378",1.15,10,1,0.848989636510417,0.4694,0.4522
"379",1.15,10,1,0.719973230823126,0.4228,0.441
"380",1.15,10,0,0.825246766981213,0.4666,0.446
"381",1.15,10,1,0.641940911696977,0.3802,0.3976
"382",1.15,10,1,0.738792639438469,0.4354,0.4258
"383",1.15,10,0,0.556551270517376,0.3126,0.3864
"384",1.15,10,1,2.43119985070509,0.8084,0.652
"385",1.15,10,1,0.979550835021921,0.5222,0.459
"386",1.15,10,1,0.641162524006874,0.386,0.4136
"387",1.15,10,1,0.617566686812197,0.3504,0.3916
"388",1.15,10,1,0.671454100251627,0.3872,0.402
"389",1.15,10,1,0.554330802235306,0.3148,0.3878
"390",1.15,10,1,0.929733044524089,0.525,0.4688
"391",1.15,10,1,0.675857463019236,0.4088,0.4276
"392",1.15,10,1,0.508827119018982,0.2792,0.395
"393",1.15,10,1,0.628059346691377,0.3792,0.4056
"394",1.15,10,1,0.671911930939433,0.398,0.4292
"395",1.15,10,1,1.06618656296774,0.559,0.4988
"396",1.15,10,1,0.632790003263226,0.3938,0.3976
"397",1.15,10,1,1.13316847515317,0.5724,0.4976
"398",1.15,10,1,0.672691864181365,0.3902,0.3982
"399",1.15,10,1,0.907648508977167,0.497,0.4536
"400",1.15,10,1,0.555757906374124,0.3252,0.391
"401",1.15,10,0,0.489623621713417,0.2844,0.392
"402",1.15,10,1,1.65332195969237,0.611,0.5376
"403",1.15,10,1,0.653742774804399,0.3838,0.4036
"404",1.15,10,1,1.02660347839545,0.5384,0.4824
"405",1.15,10,1,1.20994902660819,0.5772,0.5124
"406",1.15,10,1,0.661141379780832,0.3872,0.4084
"407",1.15,10,1,0.744176989975741,0.4346,0.424
"408",1.15,10,0,0.623558213766841,0.3538,0.3928
"409",1.15,10,1,0.646203477783204,0.384,0.3906
"410",1.15,10,1,0.73619757328026,0.4342,0.4286
"411",1.15,10,0,0.458558349670482,0.2402,0.39
"412",1.15,10,1,0.563982262991947,0.3298,0.3974
"413",1.15,10,1,0.749265267663432,0.452,0.4428
"414",1.15,10,1,0.966540132845711,0.5096,0.467
"415",1.15,10,1,0.616674946076934,0.36,0.3974
"416",1.15,10,1,0.542538773231846,0.2854,0.3934
"417",1.15,10,1,0.582677997997415,0.3392,0.396
"418",1.15,10,1,0.53256396792034,0.3068,0.3914
"419",1.15,10,1,0.990897189858943,0.5476,0.4892
"420",1.15,10,1,0.693839281816811,0.3984,0.4196
"421",1.15,10,1,0.718753942699845,0.4262,0.405
"422",1.15,10,1,1.11496147439593,0.5564,0.4954
"423",1.15,10,1,0.648850665594339,0.392,0.4002
"424",1.15,10,1,2.12099356464665,0.717,0.593
"425",1.15,10,1,0.577515666621211,0.3318,0.388
"426",1.15,10,1,0.78531740292336,0.4454,0.4284
"427",1.15,10,1,0.72524126714802,0.4408,0.4174
"428",1.15,10,1,1.99863603991057,0.7,0.5854
"429",1.15,10,1,0.533783171282582,0.3038,0.3736
"430",1.15,10,1,0.644895175125252,0.368,0.4002
"431",1.15,10,1,0.988217468022964,0.5268,0.4774
"432",1.15,10,1,0.46061210584396,0.2306,0.391
"433",1.15,10,1,0.440311965828705,0.2312,0.3824
"434",1.15,10,1,1.52113049944391,0.6388,0.558
"435",1.15,10,1,0.853761555944914,0.4794,0.4578
"436",1.15,10,0,0.559834828437592,0.3126,0.3838
"437",1.15,10,1,0.833480191069213,0.4814,0.442
"438",1.15,10,1,0.887733947782045,0.4808,0.45
"439",1.15,10,1,0.817534649663625,0.4642,0.4438
"440",1.15,10,1,0.549606030935434,0.3238,0.3844
"441",1.15,10,0,0.511001816014828,0.2732,0.383
"442",1.15,10,1,0.838824895611568,0.4596,0.431
"443",1.15,10,1,0.809325040301291,0.4606,0.454
"444",1.15,10,1,1.10885898365664,0.5732,0.504
"445",1.15,10,1,0.623042579277071,0.3588,0.4056
"446",1.15,10,1,0.971182361662444,0.5226,0.4912
"447",1.15,10,1,2.0598963169531,0.71,0.605
"448",1.15,10,1,0.544405245632589,0.3146,0.4036
"449",1.15,10,1,1.62690204452562,0.6624,0.5648
"450",1.15,10,1,0.637145934515802,0.4004,0.4026
"451",1.15,10,1,0.508148511041169,0.3004,0.3884
"452",1.15,10,1,1.00762998374439,0.5318,0.4788
"453",1.15,10,1,0.770160855063274,0.4434,0.4238
"454",1.15,10,1,2.48205035257046,0.8018,0.6608
"455",1.15,10,1,1.49160445306856,0.649,0.5578
"456",1.15,10,1,0.610604301211506,0.3492,0.3966
"457",1.15,10,1,0.771318561423532,0.4534,0.4078
"458",1.15,10,1,0.567963207256956,0.3228,0.376
"459",1.15,10,1,0.718463880553034,0.4262,0.4198
"460",1.15,10,1,0.949225484825837,0.5224,0.4634
"461",1.15,10,1,1.15319613533689,0.548,0.4866
"462",1.15,10,1,0.805066478143992,0.4852,0.4382
"463",1.15,10,0,0.466828242016642,0.2638,0.3772
"464",1.15,10,1,0.590132054087262,0.3494,0.3962
"465",1.15,10,1,1.07629020890365,0.5582,0.4828
"466",1.15,10,1,1.0422656427006,0.5492,0.4874
"467",1.15,10,0,0.60757334835778,0.357,0.3902
"468",1.15,10,0,0.702876170452618,0.42,0.4222
"469",1.15,10,1,0.810946507833681,0.4804,0.4512
"470",1.15,10,1,0.532789125685039,0.3076,0.3782
"471",1.15,10,1,0.793100907312889,0.4372,0.43
"472",1.15,10,1,0.72214143926289,0.4234,0.426
"473",1.15,10,1,0.6686432802319,0.3812,0.4136
"474",1.15,10,1,0.873904326780017,0.4754,0.448
"475",1.15,10,1,0.559407321779331,0.3058,0.383
"476",1.15,10,1,0.5904101057928,0.369,0.393
"477",1.15,10,1,1.10453742248479,0.54,0.488
"478",1.15,10,1,0.570556407698076,0.324,0.3878
"479",1.15,10,1,0.707338450058764,0.4042,0.4002
"480",1.15,10,1,0.592392256925175,0.343,0.3974
"481",1.15,10,1,1.00997755493786,0.5264,0.4648
"482",1.15,10,1,0.867709450694467,0.4822,0.4404
"483",1.15,10,1,0.525444417176128,0.318,0.4034
"484",1.15,10,1,1.1520461096646,0.577,0.5016
"485",1.15,10,1,0.741527453964116,0.4066,0.412
